"","(Intercept)","Banks","Geomorph","Group","logDist","OrderClass","Region","VegFld","Banks:logDist","Geomorph:logDist","Group:logDist","logDist:OrderClass","logDist:Region","logDist:VegFld","adjR^2","df","logLik","AICc","delta","weight"
"106",-2.25583548011491,"+",NA,NA,-0.100954188626148,"+",NA,"+","+",NA,NA,NA,NA,NA,0.163266588960373,15,-879.605108742839,1789.91402980239,60.843382042852,5.28526175083232e-15
"1723",-2.37723456529075,NA,"+",NA,-0.0702981146429066,"+","+","+",NA,"+",NA,"+","+",NA,0.187786751851075,24,-870.071342733267,1789.92574638778,60.8550986282396,5.25438965770449e-15
"2090",-2.1875460016308,"+",NA,NA,-0.141350767101,"+",NA,"+",NA,NA,NA,NA,NA,"+",0.160360373000217,14,-880.718013501177,1790.05096111656,60.9803133570128,4.93551235485586e-15
"1276",-2.36020842929496,"+","+",NA,-0.150515012221849,"+","+","+","+","+",NA,NA,"+",NA,0.195762075215475,27,-866.91344403641,1790.08360449073,61.0129567311888,4.85561030848119e-15
"2100",-1.15545972005433,"+","+",NA,-0.140303501189014,NA,"+","+",NA,NA,NA,NA,NA,"+",0.16840260976153,17,-877.629603905278,1790.15920781056,61.0885600510146,4.67548612426663e-15
"1660",-2.38477297657397,"+","+",NA,-0.0995271839504172,"+","+","+","+",NA,NA,"+","+",NA,0.195652425707967,27,-866.957055008247,1790.17082643441,61.1001786748629,4.64840350881961e-15
"3642",-1.55299384280449,"+",NA,NA,-0.146333335263631,"+","+","+",NA,NA,NA,"+","+","+",0.184740425334877,23,-871.270060472424,1790.17810314069,61.1074553811513,4.63152170490288e-15
"172",-2.77411432952331,"+","+",NA,-0.133199803430254,"+",NA,"+",NA,"+",NA,NA,NA,NA,0.171041328042284,18,-876.610289536011,1790.22794284227,61.1572950827303,4.5175310886066e-15
"764",-2.51741673966429,"+","+",NA,-0.00258229169736689,"+","+","+","+","+",NA,"+",NA,NA,0.195552036664379,27,-866.996978031468,1790.25067248085,61.180024721305,4.46648080226539e-15
"521",-2.24301607203227,NA,NA,NA,-0.0832365648703193,"+",NA,NA,NA,NA,NA,"+",NA,NA,0.149004268398361,10,-885.033002482419,1790.38623786149,61.3155901019472,4.17376337018302e-15
"1244",-2.83892667561978,"+","+",NA,-0.152226970717447,"+","+",NA,"+","+",NA,NA,"+",NA,0.189867736052669,25,-869.250110120316,1790.43474405016,61.3640962906134,4.07375435959127e-15
"1138",-1.29977128382749,"+",NA,NA,-0.133219646064525,NA,"+","+","+",NA,NA,NA,"+",NA,0.170670060069894,18,-876.753887283556,1790.51513833736,61.4444905778209,3.91324861841049e-15
"1691",-2.80381774816805,NA,"+",NA,-0.0808202449980732,"+","+",NA,NA,"+",NA,"+","+",NA,0.181568420251252,22,-872.513872070098,1790.52700339946,61.4563556399135,3.89010187675907e-15
"19",-1.51967136912555,NA,"+",NA,-0.127978394386841,NA,"+",NA,NA,NA,NA,NA,NA,NA,0.148800703979178,10,-885.10986636868,1790.53996563401,61.4693178744701,3.86497119568436e-15
"554",-2.26575910001693,"+",NA,NA,-0.0821831784430777,"+",NA,"+",NA,NA,NA,"+",NA,NA,0.162444980940018,15,-879.920094864319,1790.54400204535,61.4733542858123,3.85717875491763e-15
"90",-2.09142040231404,"+",NA,NA,-0.107106040477403,"+","+",NA,"+",NA,NA,NA,NA,NA,0.165087171665322,16,-878.906123519135,1790.61107229525,61.5404245357029,3.72997264105465e-15
"179",-1.11981105300747,NA,"+",NA,-0.137252112093896,NA,"+","+",NA,"+",NA,NA,NA,NA,0.162179061796564,15,-880.021981445029,1790.74777520677,61.6771274472314,3.4835414801577e-15
"2731",-2.75924105113668,NA,"+",NA,-0.144299413926845,"+",NA,"+",NA,"+",NA,"+",NA,"+",0.175820888720609,20,-874.756371778285,1790.75351165111,61.6828638915631,3.47356422460148e-15
"3644",-2.33897170430236,"+","+",NA,-0.142250667429167,"+","+","+",NA,NA,NA,"+","+","+",0.192138734317269,26,-868.351680299791,1790.79576000346,61.7251122439143,3.40095761924728e-15
"1658",-1.59851025010793,"+",NA,NA,-0.0945915677848716,"+","+","+","+",NA,NA,"+","+",NA,0.18664911878917,24,-870.519478782328,1790.8220184859,61.7513707263613,3.35659747103705e-15
"1628",-2.87612603027037,"+","+",NA,-0.106635781767194,"+","+",NA,"+",NA,NA,"+","+",NA,0.189372061551648,25,-869.445896839389,1790.8263174883,61.7556697287587,3.34939020953317e-15
"2",-1.90790824793652,"+",NA,NA,-0.127350824133229,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140165579593871,7,-888.354910569007,1790.87213997859,61.8014922190505,3.2735239235394e-15
"538",-2.08198148416301,"+",NA,NA,-0.0822510604883746,"+","+",NA,NA,NA,NA,"+",NA,NA,0.164707443278993,16,-879.052030086444,1790.90288542986,61.8322376703215,3.22358576465693e-15
"3260",-2.27671809578293,"+","+",NA,-0.204573949589128,"+","+","+",NA,"+",NA,NA,"+","+",0.191974441659245,26,-868.416753796545,1790.92590699696,61.8552592374222,3.18669250915977e-15
"1050",-2.02089531327352,"+",NA,NA,-0.135930287476122,"+","+",NA,NA,NA,NA,NA,"+",NA,0.164544074872442,16,-879.114783885666,1791.02839302831,61.9577452687652,3.02751009919576e-15
"588",-2.89404325150903,"+","+",NA,-0.0806851138138192,"+",NA,NA,"+",NA,NA,"+",NA,NA,0.172736481717587,19,-875.953892045765,1791.02872804433,61.9580802847895,3.02700300946921e-15
"1041",-1.75005883536825,NA,NA,NA,-0.135733045281719,NA,"+",NA,NA,NA,NA,NA,"+",NA,0.148085411066521,10,-885.37981963788,1791.07987217241,62.00922441287,2.95057763661994e-15
"2748",-2.44539022119067,"+","+",NA,-0.0402872412074318,"+","+","+",NA,"+",NA,"+",NA,"+",0.191766881752163,26,-868.498947363195,1791.09029413026,62.0196463707221,2.93524222967897e-15
"732",-3.03416275302214,"+","+",NA,0.000726368416934413,"+","+",NA,"+","+",NA,"+",NA,NA,0.188770622140354,25,-869.683312298084,1791.30114840569,62.2305006461497,2.64154201588858e-15
"1076",-1.14155373788387,"+","+",NA,-0.139456159301179,NA,"+","+",NA,NA,NA,NA,"+",NA,0.169483886715326,18,-877.212275793003,1791.43191535626,62.3612675967133,2.4743540406663e-15
"82",-1.80117756636932,"+",NA,NA,-0.108798436169499,NA,"+",NA,"+",NA,NA,NA,NA,NA,0.1557688998782,13,-882.469069113035,1791.47030196876,62.3996542092173,2.42731585889881e-15
"620",-2.85494238949946,"+","+",NA,-0.0800285211869963,"+",NA,"+","+",NA,NA,"+",NA,NA,0.177437539195897,21,-874.1270625059,1791.62098891713,62.550341157583,2.25115313156839e-15
"204",-2.8677601229753,"+","+",NA,-0.110377760256181,"+",NA,NA,"+","+",NA,NA,NA,NA,0.171769379348958,19,-876.328524709286,1791.77799337137,62.7073456118314,2.08119107228017e-15
"652",-2.8268758350745,"+","+",NA,-0.110133109539868,"+",NA,NA,NA,"+",NA,"+",NA,NA,0.171695399383855,19,-876.35716625284,1791.83527645848,62.7646286989402,2.02242809578419e-15
"2602",-2.18905496123053,"+",NA,NA,-0.138488866083397,"+",NA,"+",NA,NA,NA,"+",NA,"+",0.166212983188703,17,-878.473183632956,1791.84636726591,62.7757195063705,2.01124395445842e-15
"180",-1.16383810761181,"+","+",NA,-0.143402336740724,NA,"+","+",NA,"+",NA,NA,NA,NA,0.168696108899107,18,-877.51637473163,1792.04011323351,62.9694654739687,1.82554839016372e-15
"1724",-2.39436133391409,"+","+",NA,-0.0620199552678419,"+","+","+",NA,"+",NA,"+","+",NA,0.193276427235723,27,-867.900726464313,1792.05816934654,62.9875215869952,1.80914140914417e-15
"1042",-1.72358449245023,"+",NA,NA,-0.139523466118697,NA,"+",NA,NA,NA,NA,NA,"+",NA,0.154971907365443,13,-882.772126246091,1792.07641623487,63.0057684753301,1.79271087401095e-15
"236",-2.82749650171515,"+","+",NA,-0.109329074141962,"+",NA,"+","+","+",NA,NA,NA,NA,0.176754699392748,21,-874.393008196604,1792.15288029853,63.0822325389911,1.72546554830503e-15
"20",-1.55036061763737,"+","+",NA,-0.128487386335825,NA,"+",NA,NA,NA,NA,NA,NA,NA,0.154641266978337,13,-882.897775363012,1792.32771446871,63.2570667091713,1.5810351836957e-15
"2154",-2.21689705859725,"+",NA,NA,-0.12130082623194,"+",NA,"+","+",NA,NA,NA,NA,"+",0.165552167522858,17,-878.727370715879,1792.35474143176,63.2840936722159,1.55981360560223e-15
"74",-2.2280780968066,"+",NA,NA,-0.10658174898624,"+",NA,NA,"+",NA,NA,NA,NA,NA,0.154577652726264,13,-882.921944700767,1792.37605314422,63.3054053846827,1.54328069864846e-15
"684",-2.78670892168882,"+","+",NA,-0.111345194886716,"+",NA,"+",NA,"+",NA,"+",NA,NA,0.176366309459288,21,-874.544184098719,1792.45523210276,63.3845843432221,1.48337662878843e-15
"522",-2.2427303762167,"+",NA,NA,-0.0829503309825242,"+",NA,NA,NA,NA,NA,"+",NA,NA,0.154441494720026,13,-882.973670390056,1792.4795045228,63.4088567632598,1.46548285938312e-15
"34",-1.82349036452947,"+",NA,NA,-0.125949920469609,NA,NA,"+",NA,NA,NA,NA,NA,NA,0.143308306980263,9,-887.177375944005,1792.61637979499,63.5457320354446,1.36854365505453e-15
"1692",-2.87464036436882,"+","+",NA,-0.0668755539977287,"+","+",NA,NA,"+",NA,"+","+",NA,0.18688829632943,25,-870.425309803294,1792.78514341611,63.7144956565703,1.25780147820509e-15
"3123",-1.11373924438892,NA,"+",NA,-0.153568438387805,NA,"+","+",NA,NA,NA,NA,"+","+",0.164838925096501,17,-879.001516509275,1792.90303301855,63.8323852590083,1.18580342085659e-15
"1",-1.74223175307493,NA,NA,NA,-0.128027215128238,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129156971914967,4,-892.448622943589,1792.9549659449,63.8843181853549,1.15540863040793e-15
"2668",-2.81401561732886,"+","+",NA,-0.10629407603896,"+",NA,"+","+",NA,NA,"+",NA,"+",0.181149381365098,23,-872.677855268256,1792.99369273236,63.9230449728148,1.13325121189385e-15
"3708",-2.39745338551258,"+","+",NA,-0.162757069209842,"+","+","+","+",NA,NA,"+","+","+",0.19730726540952,29,-866.298294293773,1793.20137900671,64.1307312471647,1.02147487936073e-15
"2164",-1.20146634306408,"+","+",NA,-0.118283542859871,NA,"+","+","+",NA,NA,NA,NA,"+",0.172544683769105,20,-876.028222026195,1793.29721214693,64.2265643873834,9.73683451084886e-16
"33",-1.64270808481002,NA,NA,NA,-0.126613413953461,NA,NA,"+",NA,NA,NA,NA,NA,NA,0.133957316570729,6,-890.669445472882,1793.46045389801,64.3898061384657,8.9736740958118e-16
"66",-1.93239073938596,"+",NA,NA,-0.106187658343324,NA,NA,NA,"+",NA,NA,NA,NA,NA,0.144840740243152,10,-886.601751118177,1793.52373513301,64.4530873734648,8.69418640429185e-16
"3186",-1.27853365261991,"+",NA,NA,-0.162013836352254,NA,"+","+","+",NA,NA,NA,"+","+",0.172096591358496,20,-876.201815497603,1793.64439908974,64.5737513301983,8.18515865723801e-16
"1043",-1.50068396298692,NA,"+",NA,-0.135514679136233,NA,"+",NA,NA,NA,NA,NA,"+",NA,0.152773867252463,13,-883.606571868326,1793.74530747934,64.6746597198007,7.78242821768287e-16
"1788",-2.61575820013057,"+","+",NA,0.0286857376462338,"+","+","+","+","+",NA,"+","+",NA,0.199337102678381,30,-865.488552324534,1793.76571034622,64.6950625866775,7.70343987640428e-16
"2220",-2.7508277421475,"+","+",NA,-0.135318981531107,"+",NA,"+",NA,"+",NA,NA,NA,"+",0.171858459251453,20,-876.294034064696,1793.82883622393,64.7581884643841,7.46409377753343e-16
"3324",-2.37289248587737,"+","+",NA,-0.186598235454235,"+","+","+","+","+",NA,NA,"+","+",0.196437439965205,29,-866.644710542721,1793.8942115046,64.8235637450618,7.22405469304459e-16
"2227",-1.12091883915523,NA,"+",NA,-0.137186203240894,NA,"+","+",NA,"+",NA,NA,NA,"+",0.163416525270623,17,-879.547595831751,1793.9951916635,64.9245439039596,6.86836651799909e-16
"1561",-2.17675858950494,NA,NA,NA,-0.0893642230373564,"+","+",NA,NA,NA,NA,"+","+",NA,0.160652599179881,16,-880.606268913286,1794.01136308355,64.9407153240052,6.81305481654407e-16
"1756",-3.09120440086367,"+","+",NA,0.0317017597123309,"+","+",NA,"+","+",NA,"+","+",NA,0.193461623999113,28,-867.827263788487,1794.0820313139,65.011383554353,6.57652494821863e-16
"3706",-1.53961912601736,"+",NA,NA,-0.162295303397177,"+","+","+","+",NA,NA,"+","+","+",0.187952385400711,26,-870.006048403269,1794.10449621041,65.0338484508698,6.5030677961737e-16
"3771",-2.3651848612469,NA,"+",NA,-0.102295241763499,"+","+","+",NA,"+",NA,"+","+","+",0.187941616179036,26,-870.010294104818,1794.11298761351,65.0423398539683,6.47551624038494e-16
"2812",-2.55214705921612,"+","+",NA,-0.0131188571371269,"+","+","+","+","+",NA,"+",NA,"+",0.195789478712901,29,-866.902543973856,1794.40987836687,65.3392306073313,5.58219995560304e-16
"1203",-1.07103307881788,NA,"+",NA,-0.175994656881888,NA,"+","+",NA,"+",NA,NA,"+",NA,0.165493468140123,18,-878.74994086835,1794.50724550695,65.436597747409,5.31694763530329e-16
"3124",-1.14131545527585,"+","+",NA,-0.159509395687954,NA,"+","+",NA,NA,NA,NA,"+","+",0.170920851662688,20,-876.656893451044,1794.55455499662,65.4839072370796,5.19265247651425e-16
"2082",-1.80211155925542,"+",NA,NA,-0.144138258403611,NA,NA,"+",NA,NA,NA,NA,NA,"+",0.146213368150753,11,-886.085346355353,1794.55553236085,65.4848846013101,5.19011554004651e-16
"84",-1.58715146295806,"+","+",NA,-0.105054903698168,NA,"+",NA,"+",NA,NA,NA,NA,NA,0.159828871111239,16,-880.921163235667,1794.64115172831,65.5705039687671,4.97261707146611e-16
"1140",-1.13776497776426,"+","+",NA,-0.133215092622977,NA,"+","+","+",NA,NA,NA,"+",NA,0.173460012675942,21,-875.673349993776,1794.71356389288,65.6429161333347,4.79579836027399e-16
"4",-1.94385912474489,"+","+",NA,-0.127700088279184,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143247277459094,10,-887.200280693878,1794.72079428441,65.6501465248657,4.77849191229744e-16
"147",-1.51753724321509,NA,"+",NA,-0.136848412887629,NA,"+",NA,NA,"+",NA,NA,NA,NA,0.15131046893755,13,-884.161019927697,1794.85420359808,65.7835558385414,4.47014273715784e-16
"618",-2.27033035253948,"+",NA,NA,-0.0821453104851843,"+",NA,"+","+",NA,NA,"+",NA,NA,0.164977398780025,18,-878.948308843611,1794.90398145747,65.8333336979294,4.36025878811473e-16
"98",-1.85047291662064,"+",NA,NA,-0.103319367127493,NA,NA,"+","+",NA,NA,NA,NA,NA,0.148369548894504,12,-885.272610334105,1795.00069512076,65.9300473612223,4.15442727570848e-16
"3",-1.80189877221175,NA,"+",NA,-0.128432777728796,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134526820500216,7,-890.45776404889,1795.07784693836,66.0071991788172,3.99721820417879e-16
"244",-1.19647826625511,"+","+",NA,-0.121126888476264,NA,"+","+","+","+",NA,NA,NA,NA,0.172886956487459,21,-875.895565495906,1795.15799489714,66.0873471375955,3.84020093033449e-16
"1114",-2.03176152606263,"+",NA,NA,-0.129176488839827,"+","+",NA,"+",NA,NA,NA,"+",NA,0.167355307077862,19,-878.033344152778,1795.18763225836,66.1169844988162,3.7837137854272e-16
"2081",-1.62556533622187,NA,NA,NA,-0.143715589016343,NA,NA,"+",NA,NA,NA,NA,NA,"+",0.13691868524201,8,-889.567316645095,1795.34363183881,66.2729840792697,3.49980138590727e-16
"2284",-2.81588729387394,"+","+",NA,-0.113154030392245,"+",NA,"+","+","+",NA,NA,NA,"+",0.178109974875276,23,-873.864970712558,1795.36792362096,66.2972758614205,3.45755028752279e-16
"1204",-1.08945619578484,"+","+",NA,-0.193290548363175,NA,"+","+",NA,"+",NA,NA,"+",NA,0.172570080210659,21,-876.018380718597,1795.40362534252,66.3329775829764,3.39637765517543e-16
"2732",-2.73393603285786,"+","+",NA,-0.143766920759698,"+",NA,"+",NA,"+",NA,"+",NA,"+",0.178017433618165,23,-873.901051723868,1795.44008564358,66.3694378840401,3.33502213863321e-16
"2228",-1.15307438708514,"+","+",NA,-0.142739630330417,NA,"+","+",NA,"+",NA,NA,NA,"+",0.169710821508154,20,-877.124624969339,1795.49001803321,66.4193702736702,3.2527901079554e-16
"1044",-1.51896719552896,"+","+",NA,-0.139511519461508,NA,"+",NA,NA,NA,NA,NA,"+",NA,0.158707145212726,16,-881.34951962628,1795.49786450954,66.4272167499928,3.24005363811189e-16
"602",-2.10035092299362,"+",NA,NA,-0.0822777276048017,"+","+",NA,"+",NA,NA,"+",NA,NA,0.166769214342688,19,-878.259082074857,1795.63910810252,66.5684603429736,3.01912812130435e-16
"2666",-2.19805205563395,"+",NA,NA,-0.137331995249907,"+",NA,"+","+",NA,NA,"+",NA,"+",0.16929794460565,20,-877.284077283488,1795.80892266151,66.7382749019689,2.77336340332682e-16
"1106",-1.73942114911898,"+",NA,NA,-0.133253538988997,NA,"+",NA,"+",NA,NA,NA,"+",NA,0.158292207060603,16,-881.507840021806,1795.81450530059,66.7438575410449,2.76563285410902e-16
"3772",-2.39510280495201,"+","+",NA,-0.0820207519951696,"+","+","+",NA,"+",NA,"+","+","+",0.193422829958114,29,-867.842653642663,1796.29009770449,67.2194499449463,2.18032355859887e-16
"148",-1.55351255094651,"+","+",NA,-0.141536156148507,NA,"+",NA,NA,"+",NA,NA,NA,NA,0.157554221766624,16,-881.789242295708,1796.37730984839,67.3066620888492,2.08729133864576e-16
"35",-1.75233642080772,NA,"+",NA,-0.127034342152139,NA,NA,"+",NA,NA,NA,NA,NA,NA,0.138233672961457,9,-889.07680122238,1796.41523035174,67.3445825921938,2.04808859094596e-16
"716",-2.8831391276126,"+","+",NA,-0.0829019237937635,"+",NA,NA,"+","+",NA,"+",NA,NA,0.17391124115115,22,-875.498276322161,1796.49581190358,67.4251641440387,1.96720978821589e-16
"1562",-2.05099527997077,"+",NA,NA,-0.0946726828314673,"+","+",NA,NA,NA,NA,"+","+",NA,0.165631227812737,19,-878.696969404354,1796.51488276151,67.4442350019681,1.9485407491255e-16
"36",-1.89322240089353,"+","+",NA,-0.126333567409497,NA,NA,"+",NA,NA,NA,NA,NA,NA,0.14614009450624,12,-886.112932397127,1796.68133924681,67.6106914872673,1.79293244350661e-16
"748",-2.85328279603707,"+","+",NA,-0.0821387602718253,"+",NA,"+","+","+",NA,"+",NA,NA,0.178891452998599,24,-873.560130511825,1796.9033219449,67.832674185355,1.60457859898515e-16
"586",-2.24274633825468,"+",NA,NA,-0.0829663230830001,"+",NA,NA,"+",NA,NA,"+",NA,NA,0.156406870119835,16,-882.226290563011,1797.251406383,68.1807586234543,1.34826549508686e-16
"68",-1.95831374383567,"+","+",NA,-0.105277783110508,NA,NA,NA,"+",NA,NA,NA,NA,NA,0.148136402423474,13,-885.360582287533,1797.25332831776,68.1826805582132,1.34697047826136e-16
"2146",-1.82920705085682,"+",NA,NA,-0.124380077552554,NA,NA,"+","+",NA,NA,NA,NA,"+",0.150622234081017,14,-884.421472101988,1797.45787831818,68.3872305586362,1.21601969543706e-16
"2083",-1.73807038657725,NA,"+",NA,-0.145058196703038,NA,NA,"+",NA,NA,NA,NA,NA,"+",0.141545578133348,11,-887.838334215696,1798.06150808154,68.9908603219947,8.99216094458858e-17
"3836",-2.60917572045065,"+","+",NA,0.011403746012742,"+","+","+","+","+",NA,"+","+","+",0.199384843664826,32,-865.469484875379,1798.11490960038,69.044261840839,8.75524047227479e-17
"1171",-1.45607192776618,NA,"+",NA,-0.179540933468351,NA,"+",NA,NA,"+",NA,NA,"+",NA,0.155182181167651,16,-882.692194993119,1798.18321524321,69.112567483671,8.46127279425131e-17
"3188",-1.13155359426591,"+","+",NA,-0.160164186745691,NA,"+","+","+",NA,NA,NA,"+","+",0.174377468792477,23,-875.317290773545,1798.27256374294,69.2019159833935,8.09159089199737e-17
"2084",-1.87407253141377,"+","+",NA,-0.145445049267269,NA,NA,"+",NA,NA,NA,NA,NA,"+",0.14939589464913,14,-884.885080703112,1798.38509552043,69.3144477608846,7.64888183800129e-17
"3251",-1.0699795752389,NA,"+",NA,-0.185825132569095,NA,"+","+",NA,"+",NA,NA,"+","+",0.165688892406924,20,-878.674793779262,1798.59035565306,69.5197078935171,6.90281573481682e-17
"132",-1.93153457769778,"+","+",NA,-0.144466782162029,NA,NA,NA,NA,"+",NA,NA,NA,NA,0.14623586775532,13,-886.076875272752,1798.68591428819,69.6152665286518,6.58075900049696e-17
"1108",-1.51682851397515,"+","+",NA,-0.133245778183436,NA,"+",NA,"+",NA,NA,NA,"+",NA,0.162593203008457,19,-879.863290854726,1798.84752566225,69.7768779027119,6.06991378356501e-17
"2292",-1.1964097015124,"+","+",NA,-0.12303416025479,NA,"+","+","+","+",NA,NA,NA,"+",0.173202410333534,23,-875.773258636417,1799.18449946868,70.1138517091376,5.12872709139881e-17
"2796",-2.79808575324286,"+","+",NA,-0.117892371044745,"+",NA,"+","+","+",NA,"+",NA,"+",0.18133995350618,26,-872.603287901373,1799.29897520662,70.2283274470778,4.84341295924732e-17
"131",-1.7903613285326,NA,"+",NA,-0.140172740831109,NA,NA,NA,NA,"+",NA,NA,NA,NA,0.137073938239989,10,-889.509440204625,1799.3391133059,70.2684655463599,4.74717915459715e-17
"1172",-1.46670072795894,"+","+",NA,-0.193378934495195,NA,"+",NA,NA,"+",NA,NA,"+",NA,0.161925378713508,19,-880.119152079539,1799.35924811188,70.288600352339,4.69962715319077e-17
"100",-1.91100765389816,"+","+",NA,-0.10460006976862,NA,NA,"+","+",NA,NA,NA,NA,NA,0.150867925553395,15,-884.328516150855,1799.36084461842,70.2901968588824,4.6958771573624e-17
"3252",-1.08165091043454,"+","+",NA,-0.205332544681681,NA,"+","+",NA,"+",NA,NA,"+","+",0.172664728156921,23,-875.981701499869,1799.60138519558,70.5307374360409,4.16374385466032e-17
"212",-1.58602365274369,"+","+",NA,-0.119684491859405,NA,"+",NA,"+","+",NA,NA,NA,NA,0.161552677591894,19,-880.261862266848,1799.6446684865,70.5740207269555,4.07460165749482e-17
"1268",-1.10039833476936,"+","+",NA,-0.176256340710897,NA,"+","+","+","+",NA,NA,"+",NA,0.175048967232557,24,-875.056455823459,1799.89597256817,70.8253248086237,3.59347948258312e-17
"163",-1.73922738953032,NA,"+",NA,-0.139159620391414,NA,NA,"+",NA,"+",NA,NA,NA,NA,0.140874219119208,12,-888.089740273775,1800.6349550001,71.5643072405621,2.483402839394e-17
"164",-1.88068368622079,"+","+",NA,-0.143692978683773,NA,NA,"+",NA,"+",NA,NA,NA,NA,0.149093519903503,15,-884.999296668863,1800.70240565444,71.6317578948995,2.4010458305852e-17
"1626",-2.04988109391137,"+",NA,NA,-0.102082228897954,"+","+",NA,"+",NA,NA,"+","+",NA,0.168211321282988,22,-877.703381410774,1800.90602208081,71.8353743212647,2.16863121492764e-17
"2148",-1.89115145902157,"+","+",NA,-0.127199006810518,NA,NA,"+","+",NA,NA,NA,NA,"+",0.153376217700401,17,-883.378098952207,1801.65619790441,72.5855501448723,1.49034595891044e-17
"196",-1.94648746720135,"+","+",NA,-0.123808095142311,NA,NA,NA,"+","+",NA,NA,NA,NA,0.149944246282473,16,-884.677856519772,1802.15453829652,73.0838905369762,1.16164613856934e-17
"2211",-1.74177169250968,NA,"+",NA,-0.140905353224194,NA,NA,"+",NA,"+",NA,NA,NA,"+",0.14267804334265,14,-887.413845346952,1803.44262480811,74.3719770485638,6.10055604133744e-18
"2212",-1.87619964940813,"+","+",NA,-0.145508115112997,NA,NA,"+",NA,"+",NA,NA,NA,"+",0.150468419485244,17,-884.479654367425,1803.85930873485,74.7886609753086,4.95322043502044e-18
"1236",-1.47986663943642,"+","+",NA,-0.176971079518379,NA,"+",NA,"+","+",NA,NA,"+",NA,0.164285919801219,22,-879.213924562662,1803.92710838458,74.856460625042,4.78812135535027e-18
"3316",-1.09518012551809,"+","+",NA,-0.189570407733968,NA,"+","+","+","+",NA,NA,"+","+",0.175231170360226,26,-874.985647720346,1804.06369484457,74.9930470850245,4.47204099617218e-18
"228",-1.89804538818137,"+","+",NA,-0.123943590681994,NA,NA,"+","+","+",NA,NA,NA,NA,0.152706625648289,18,-883.63206748623,1804.27149874271,75.2008509831685,4.03071167250013e-18
"2276",-1.89103352361373,"+","+",NA,-0.12903220115675,NA,NA,"+","+","+",NA,NA,NA,"+",0.15392497111261,20,-883.169825236404,1807.58041856734,78.509770807801,7.7065308731747e-19
